,row,item_id,item,passage,condition,first_mention,recent_mention,mentions_start,mentions_end,mentions_ratio,knowledge_cue,start,end,passage_reversed,start_reversed,end_reversed,attn_check_1_q,attn_check_1_a,attn_check_2_q,attn_check_2_a,passage_hr,critical_q,critical_a,log_odds,token_c1,end_logprob,start_logprob,token_c2,lp_pred,pred_t1,pred_t2,pred_lp1,pred_lp2
10,10,7_tb_1_e_e_ex,7,"David and Marta go out to get some wine for the party. When they get home, David grabs a drink from the fridge and stores the wine in the garage. However, Marta decides the wine would be best cooled. David watches Marta move the wine out of the garage and into the fridge. Then, David goes out to get some snacks. When he returns home, he wants to put out the wine. David thinks the wine is in the [MASK].",True Belief,End,End,2,2,1,Explicit,garage,fridge," .]KSAM[ eht ni si eniw eht skniht divaD .eniw eht tuo tup ot stnaw eh ,emoh snruter eh nehW .skcans emos teg ot tuo seog divaD ,nehT .egdirf eht otni dna egarag eht fo tuo eniw eht evom atraM sehctaw divaD .delooc tseb eb dluow eniw eht sediced atraM ,revewoH .egarag eht ni eniw eht serots dna egdirf eht morf knird a sbarg divaD ,emoh teg yeht nehW .ytrap eht rof eniw emos teg ot tuo og atraM dna divaD",egarag,egdirf,Where did David put the wine at the beginning of the story?,garage,Where was the wine at the end of the story?,fridge,"David and Marta go out to get some wine for the party. When they get home, David grabs a drink from the fridge and stores the wine in the garage. However, Marta decides the wine would be best cooled. David watches Marta move the wine out of the garage and into the fridge. Then, David goes out to get some snacks. When he returns home, he wants to put out the wine.",David thinks the wine is in the,fridge,-4.2027007450000005,garage,-0.063739255,-4.26644,fridge,fridge,fridge,and,-0.065238155,-0.67817444
11,11,7_tb_1_e_e_im,7,"David and Marta go out to get some wine for the party. When they get home, David grabs a drink from the fridge and stores the wine in the garage. However, Marta decides the wine would be best cooled. David watches Marta move the wine out of the garage and into the fridge. Then, David goes out to get some snacks. When he returns home, he wants to put out the wine. David goes to get the wine from the [MASK].",True Belief,End,End,2,2,1,Implicit,garage,fridge," .]KSAM[ eht morf eniw eht teg ot seog divaD .eniw eht tuo tup ot stnaw eh ,emoh snruter eh nehW .skcans emos teg ot tuo seog divaD ,nehT .egdirf eht otni dna egarag eht fo tuo eniw eht evom atraM sehctaw divaD .delooc tseb eb dluow eniw eht sediced atraM ,revewoH .egarag eht ni eniw eht serots dna egdirf eht morf knird a sbarg divaD ,emoh teg yeht nehW .ytrap eht rof eniw emos teg ot tuo og atraM dna divaD",egarag,egdirf,Where did David put the wine at the beginning of the story?,garage,Where was the wine at the end of the story?,fridge,"David and Marta go out to get some wine for the party. When they get home, David grabs a drink from the fridge and stores the wine in the garage. However, Marta decides the wine would be best cooled. David watches Marta move the wine out of the garage and into the fridge. Then, David goes out to get some snacks. When he returns home, he wants to put out the wine.",David goes to get the wine from the,fridge,-2.92850127,garage,-0.06340033,-2.9919016,fridge,fridge,fridge,",",-0.06415729,-0.32713923
12,12,7_fb_1_e_s_ex,7,"David and Marta go out to get some wine for the party. When they get home, David grabs a drink from the fridge and stores the wine in the garage. Then, David goes out to get some snacks. While David is gone, Marta decides the wine would be best cooled, so she moves the wine into the fridge from the garage. David returns home and wants to put out the wine. David thinks the wine is in the [MASK].",False Belief,End,Start,2,2,1,Explicit,garage,fridge," .]KSAM[ eht ni si eniw eht skniht divaD .eniw eht tuo tup ot stnaw dna emoh snruter divaD .egarag eht morf egdirf eht otni eniw eht sevom ehs os ,delooc tseb eb dluow eniw eht sediced atraM ,enog si divaD elihW .skcans emos teg ot tuo seog divaD ,nehT .egarag eht ni eniw eht serots dna egdirf eht morf knird a sbarg divaD ,emoh teg yeht nehW .ytrap eht rof eniw emos teg ot tuo og atraM dna divaD",egarag,egdirf,Where did David put the wine at the beginning of the story?,garage,Where was the wine at the end of the story?,fridge,"David and Marta go out to get some wine for the party. When they get home, David grabs a drink from the fridge and stores the wine in the garage. Then, David goes out to get some snacks. While David is gone, Marta decides the wine would be best cooled, so she moves the wine into the fridge from the garage. David returns home and wants to put out the wine.",David thinks the wine is in the,garage,-5.2877599459999995,garage,-0.015187054,-5.302947,fridge,fridge,fridge,and,-0.015077282,-0.2599017
13,13,7_fb_1_e_s_im,7,"David and Marta go out to get some wine for the party. When they get home, David grabs a drink from the fridge and stores the wine in the garage. Then, David goes out to get some snacks. While David is gone, Marta decides the wine would be best cooled, so she moves the wine into the fridge from the garage. David returns home and wants to put out the wine. David goes to get the wine from the [MASK].",False Belief,End,Start,2,2,1,Implicit,garage,fridge," .]KSAM[ eht morf eniw eht teg ot seog divaD .eniw eht tuo tup ot stnaw dna emoh snruter divaD .egarag eht morf egdirf eht otni eniw eht sevom ehs os ,delooc tseb eb dluow eniw eht sediced atraM ,enog si divaD elihW .skcans emos teg ot tuo seog divaD ,nehT .egarag eht ni eniw eht serots dna egdirf eht morf knird a sbarg divaD ,emoh teg yeht nehW .ytrap eht rof eniw emos teg ot tuo og atraM dna divaD",egarag,egdirf,Where did David put the wine at the beginning of the story?,garage,Where was the wine at the end of the story?,fridge,"David and Marta go out to get some wine for the party. When they get home, David grabs a drink from the fridge and stores the wine in the garage. Then, David goes out to get some snacks. While David is gone, Marta decides the wine would be best cooled, so she moves the wine into the fridge from the garage. David returns home and wants to put out the wine.",David goes to get the wine from the,garage,-3.4037689139999996,garage,-0.039196786,-3.4429657,fridge,fridge,fridge,and,-0.037478413,-0.5927565
14,14,7_tb_1_e_s_ex,7,"David and Marta go out to get some wine for the party. When they get home, David grabs a drink from the fridge and stores the wine in the garage. However, Marta decides the wine would be best cooled. David watches Marta move the wine into the fridge from the garage. Then, David goes out to get some snacks. When he returns home, he wants to put out the wine. David thinks the wine is in the [MASK].",True Belief,End,Start,2,2,1,Explicit,garage,fridge," .]KSAM[ eht ni si eniw eht skniht divaD .eniw eht tuo tup ot stnaw eh ,emoh snruter eh nehW .skcans emos teg ot tuo seog divaD ,nehT .egarag eht morf egdirf eht otni eniw eht evom atraM sehctaw divaD .delooc tseb eb dluow eniw eht sediced atraM ,revewoH .egarag eht ni eniw eht serots dna egdirf eht morf knird a sbarg divaD ,emoh teg yeht nehW .ytrap eht rof eniw emos teg ot tuo og atraM dna divaD",egarag,egdirf,Where did David put the wine at the beginning of the story?,garage,Where was the wine at the end of the story?,fridge,"David and Marta go out to get some wine for the party. When they get home, David grabs a drink from the fridge and stores the wine in the garage. However, Marta decides the wine would be best cooled. David watches Marta move the wine into the fridge from the garage. Then, David goes out to get some snacks. When he returns home, he wants to put out the wine.",David thinks the wine is in the,fridge,-3.48962782,garage,-0.09434748,-3.5839753,fridge,fridge,fridge,and,-0.09355182,-0.82953906
15,15,7_tb_1_e_s_im,7,"David and Marta go out to get some wine for the party. When they get home, David grabs a drink from the fridge and stores the wine in the garage. However, Marta decides the wine would be best cooled. David watches Marta move the wine into the fridge from the garage. Then, David goes out to get some snacks. When he returns home, he wants to put out the wine. David goes to get the wine from the [MASK].",True Belief,End,Start,2,2,1,Implicit,garage,fridge," .]KSAM[ eht morf eniw eht teg ot seog divaD .eniw eht tuo tup ot stnaw eh ,emoh snruter eh nehW .skcans emos teg ot tuo seog divaD ,nehT .egarag eht morf egdirf eht otni eniw eht evom atraM sehctaw divaD .delooc tseb eb dluow eniw eht sediced atraM ,revewoH .egarag eht ni eniw eht serots dna egdirf eht morf knird a sbarg divaD ,emoh teg yeht nehW .ytrap eht rof eniw emos teg ot tuo og atraM dna divaD",egarag,egdirf,Where did David put the wine at the beginning of the story?,garage,Where was the wine at the end of the story?,fridge,"David and Marta go out to get some wine for the party. When they get home, David grabs a drink from the fridge and stores the wine in the garage. However, Marta decides the wine would be best cooled. David watches Marta move the wine into the fridge from the garage. Then, David goes out to get some snacks. When he returns home, he wants to put out the wine.",David goes to get the wine from the,fridge,-2.428308246,garage,-0.097383454,-2.5256917,fridge,fridge,fridge,",",-0.09653207,-0.28206736
16,16,8_fb_1_s_e_ex,8,"Sarah is an artist who has just finished a new painting. She wants to display the new painting, and so she moves the painting to the hall, then grabs a book from the bedroom. She goes outside to read in the garden. Meanwhile, James sees the painting and decides it would look better elsewhere. James moves the painting from the hall to the bedroom. When Sarah gets back from reading, she goes to have a look at her painting. Sarah thinks the painting is in the [MASK].",False Belief,Start,End,2,2,1,Explicit,hall,bedroom,".]KSAM[ eht ni si gnitniap eht skniht haraS .gnitniap reh ta kool a evah ot seog ehs ,gnidaer morf kcab steg haraS nehW .moordeb eht ot llah eht morf gnitniap eht sevom semaJ .erehwesle retteb kool dluow ti sediced dna gnitniap eht sees semaJ ,elihwnaeM .nedrag eht ni daer ot edistuo seog ehS .moordeb eht morf koob a sbarg neht ,llah eht ot gnitniap eht sevom ehs os dna ,gnitniap wen eht yalpsid ot stnaw ehS .gnitniap wen a dehsinif tsuj sah ohw tsitra na si haraS",llah,moordeb,Where did Sarah put the painting at the beginning of the story?,hall,Where was the painting at the end of the story?,bedroom,"Sarah is an artist who has just finished a new painting. She wants to display the new painting, and so she moves it to the hall, then grabs a book from the bedroom. She goes outside to read in the garden. Meanwhile, James sees the painting and decides it would look better elsewhere. James moves the painting from the hall to the bedroom. When Sarah gets back from reading, she goes to have a look at her painting.",Sarah thinks the painting is in the,hall,-7.8560328,hall,-2.3548672,-10.2109,bedroom,bedroom,wrong,place,-0.11572388,-0.07599163
17,17,8_fb_1_s_e_im,8,"Sarah is an artist who has just finished a new painting. She wants to display the new painting, and so she moves the painting to the hall, then grabs a book from the bedroom. She goes outside to read in the garden. Meanwhile, James sees the painting and decides it would look better elsewhere. James moves the painting from the hall to the bedroom. When Sarah gets back from reading, she goes to have a look at her painting. Sarah goes to see the painting in the [MASK].",False Belief,Start,End,2,2,1,Implicit,hall,bedroom,".]KSAM[ eht ni gnitniap eht ees ot seog haraS .gnitniap reh ta kool a evah ot seog ehs ,gnidaer morf kcab steg haraS nehW .moordeb eht ot llah eht morf gnitniap eht sevom semaJ .erehwesle retteb kool dluow ti sediced dna gnitniap eht sees semaJ ,elihwnaeM .nedrag eht ni daer ot edistuo seog ehS .moordeb eht morf koob a sbarg neht ,llah eht ot gnitniap eht sevom ehs os dna ,gnitniap wen eht yalpsid ot stnaw ehS .gnitniap wen a dehsinif tsuj sah ohw tsitra na si haraS",llah,moordeb,Where did Sarah put the painting at the beginning of the story?,hall,Where was the painting at the end of the story?,bedroom,"Sarah is an artist who has just finished a new painting. She wants to display the new painting, and so she moves it to the hall, then grabs a book from the bedroom. She goes outside to read in the garden. Meanwhile, James sees the painting and decides it would look better elsewhere. James moves the painting from the hall to the bedroom. When Sarah gets back from reading, she goes to have a look at her painting.",Sarah goes to see the painting in the,hall,-8.308506139,hall,-0.002828861,-8.311335,bedroom,bedroom,bedroom,and,-0.0028406382,-0.04379297
18,18,8_tb_1_s_e_ex,8,"Sarah is an artist who has just finished a new painting. She wants to display the new painting, and so she moves the painting to the hall, then grabs a book from the bedroom. She goes outside to read in the garden. When she gets back from reading, she goes inside to have a look at her painting. Meanwhile, James sees the painting and decides it would look better elsewhere. Sarah watches James move the painting from the hall to the bedroom. Sarah thinks the painting is in the [MASK].",True Belief,Start,End,2,2,1,Explicit,hall,bedroom,".]KSAM[ eht ni si gnitniap eht skniht haraS .moordeb eht ot llah eht morf gnitniap eht evom semaJ sehctaw haraS .erehwesle retteb kool dluow ti sediced dna gnitniap eht sees semaJ ,elihwnaeM .gnitniap reh ta kool a evah ot edisni seog ehs ,gnidaer morf kcab steg ehs nehW .nedrag eht ni daer ot edistuo seog ehS .moordeb eht morf koob a sbarg neht ,llah eht ot gnitniap eht sevom ehs os dna ,gnitniap wen eht yalpsid ot stnaw ehS .gnitniap wen a dehsinif tsuj sah ohw tsitra na si haraS",llah,moordeb,Where did Sarah put the painting at the beginning of the story?,hall,Where was the painting at the end of the story?,bedroom,"Sarah is an artist who has just finished a new painting. She wants to display the new painting, and so she moves it to the hall, then grabs a book from the bedroom. She goes outside to read in the garden. When she gets back from reading, she goes inside to have a look at her painting. Meanwhile, James sees the painting and decides it would look better elsewhere. Sarah watches James move the painting from the hall to the bedroom.",Sarah thinks the painting is in the,bedroom,-6.8526066,hall,-4.3575444,-11.210151,bedroom,bedroom,wrong,place,-0.017268335,-0.019093834
19,19,8_tb_1_s_e_im,8,"Sarah is an artist who has just finished a new painting. She wants to display the new painting, and so she moves the painting to the hall, then grabs a book from the bedroom. She goes outside to read in the garden. When she gets back from reading, she goes inside to have a look at her painting. Meanwhile, James sees the painting and decides it would look better elsewhere. Sarah watches James move the painting from the hall to the bedroom. Sarah goes to see the painting in the [MASK].",True Belief,Start,End,2,2,1,Implicit,hall,bedroom,".]KSAM[ eht ni gnitniap eht ees ot seog haraS .moordeb eht ot llah eht morf gnitniap eht evom semaJ sehctaw haraS .erehwesle retteb kool dluow ti sediced dna gnitniap eht sees semaJ ,elihwnaeM .gnitniap reh ta kool a evah ot edisni seog ehs ,gnidaer morf kcab steg ehs nehW .nedrag eht ni daer ot edistuo seog ehS .moordeb eht morf koob a sbarg neht ,llah eht ot gnitniap eht sevom ehs os dna ,gnitniap wen eht yalpsid ot stnaw ehS .gnitniap wen a dehsinif tsuj sah ohw tsitra na si haraS",llah,moordeb,Where did Sarah put the painting at the beginning of the story?,hall,Where was the painting at the end of the story?,bedroom,"Sarah is an artist who has just finished a new painting. She wants to display the new painting, and so she moves it to the hall, then grabs a book from the bedroom. She goes outside to read in the garden. When she gets back from reading, she goes inside to have a look at her painting. Meanwhile, James sees the painting and decides it would look better elsewhere. Sarah watches James move the painting from the hall to the bedroom.",Sarah goes to see the painting in the,bedroom,-11.40307229523,hall,-0.00093970477,-11.404012,bedroom,bedroom,bedroom,and,-0.00093433383,-0.032244887
